MSA,Egyptian,lang
" في يومٍ مشمسٍ، قرر أحمد أن يذهب في رحلة بحرية، فتوجه إلى الميناء وسأل الصياد: ""هل يمكن أن أؤجر قارب ليوم؟"" وافق الصياد وأعطاه مفاتيح القارب الصغير. استمتع أحمد بيومه مبحراً بين الأمواج، وعاد مع غروب الشمس وقلبه مليء بالسلام. "," في يوم حلو والشمس طالعة، أحمد قرر يروح رحلة في البحر، راح على المينا وسأل الصياد: ""ممكن أكرر مركب لليوم؟"" الصياد وافق واداله مفتاح المركب. أحمد استمتع بيومه ماشي بين الامواج، ورجع وقت الغروب وهو مبسوط وقلبه مليان بالهدوء. ",Egyptian
" عند أي نافذة يمكن أن أقوم بعمل الحجز؟ قالت المرأة بحيرة وهي تقف في الطابور الطويل. رد عليها الموظف بابتسامة، ""النافذة رقم خمسة يمكنك من خلالها إتمام حجزك."" وعندما وصلت إلى النافذة المحددة، وجدت أن الموظف كان صديقا قديما لها. فرحت كثيراً باللقاء المفاجئ وأنجزت حجزها بسهولة ويسر. "," عند أي شباك أقدر أعمل الحجز؟ الست سألت وهي واقفة محتارة في الطابور الطويل. الموظف ابتسم وقالها ""شباك رقم خمسة تقدري تخلصي منه حجزك."" ولما وصلت للشباك اللي قال عليه، لقت إن الموظف ده صاحبها من زمان. فرحت أوي بالصدفة الحلوة دي وخلصت الحجز بكل سهولة. ",Egyptian
" وجد علي صندوقاً قديماً في العلية. تساءل بفضول ""ما هذا؟"". عند فتحه، اكتشف مجموعة من الرسائل القديمة. كانت الرسائل مليئة بقصص الأجداد ومغامراتهم. "," علي لقى صندوق قديم فوق في العلّية. وقال بفضول ""إيه ده؟"". لمّا فتحه، لقى مجموعة جوابات قديمة. الجوابات كانت حافظة حكايات الجدود ومغامراتهم. ",Egyptian
" في يوم مشمس، سأل رجل عابر امرأة في الشارع، ""هل يمكنك أن تخبريني كيف أستطيع أن أصل إلى الأوبرا؟"" فأجابته السيدة بابتسامة وأشارت إلى طريق مزدحم يؤدي إلى المكان المطلوب. وبينما كان يسير، أخذ يتأمل العمارات العالية والشوارع النظيفة. وصل الرجل في النهاية إلى الأوبرا، شاكرًا تلك السيدة في قلبه على مساعدتها. "," في يوم ماشي الحال، واحد سأل واحدة في الشارع، ""ممكن تقوليلي أزاي أروح الأوبرا؟"" هي كانت لطيفة وضحكت وأشرتله على شارع زحمة هيوصله هناك. وهو ماشي كان بيتفرج على العمارات الطويلة والشوارع النضيفة. الراجل وصل الأوبرا في الآخر وهو متشكر الست اللي ساعدته جوه قلبه. ",Egyptian
 في الليلة الماضية، كان خالد مخموراً بدرجة كبيرة. تعثر في طريقه إلى المنزل وأسقط مفاتيحه. في الصباح، استيقظ بصداع شديد ولا يتذكر ما حدث. شعر بالندم وقرر ألا يشرب الكحول مجدداً. , الليلة اللي فاتت، خالد كان سكران جامد. وهو راجع البيت، وقع ورمى مفاتيحه. الصبح لقى نفسه صاحي بصداع جامد ومش فاكر حاجة. حس بالندم وقال مش هيشرب تاني. ,Egyptian
" في يوم مشمس، ذهب خالد إلى المتحف الوطني. وجد على الباب لافتة تقول ""من فضلك اتبع التعليمات الصادرة من موظفينا"". داخل المتحف، التقى بمرشد ذكي أخبره بتاريخ القطع الأثرية. استمتع خالد بيومه وعاد إلى منزله مليئًا بالمعرفة والذكريات الجميلة. "," في يوم ما شمسه حلوة، خالد راح للمتحف القومي. لقى على الباب يافطة مكتوب عليها ""من فضلك اتبع التعليمات اللي بيقولها موظفينا"". جوه المتحف، خالد قابل مرشد شاطر قاله على تاريخ الحاجات القديمة. خالد فرحان بيومه ورجع بيتهم مليان بالعلم والذكريات الحلوة. ",Egyptian
 في يوم من الأيام، سأل رجل عابر السبيل عن محل متعدد الأقسام بالقرب من المنطقة. فأشار له المارة إلى متجر كبير خلف الساحة العامة. وعندما وصل، وجد كل ما يحتاجه من مستلزمات. شعر بالسعادة لأنه وجد مكاناً يلبي كافة احتياجاته. , في يوم، واحد سأل عن محل كبير فيه كل حاجة جنب المنطقة دي. الناس قالوله على مكان جامد ورا الساحة الكبيرة. لما راح، لقى كل اللي محتاجه. فرح أوي لما لقى مكان بيجمع كل طلباته. ,Egyptian
 املأ خزان الوقود من فضلك ؛ فالطريق طويل أمامك. وعندما أكملت المهمة، وجدت نفسي في قلب الصحراء. بلا أنيس سوى النجوم، أدركت قيمة الرفيق. ومع بزوغ الفجر، بدأت رحلة البحث عن واحة الأحلام. , املا خزان البنزين لو سمحت؛ السكة طويلة قدامك. ولما خلصت الشغلانة، لقيت نفسي في نص الصحرا. من غير صحبة غير النجوم، عرفت معنى الصاحب. ومع طلوع الفجر، ابتديت رحلة الدور على واحة الأحلام. ,Egyptian
 في أحد الفنادق القديمة، سأل مسافر عن تكلفة الإقامة. هل يوجد غرفة بسعر أرخص ؟ فأجابه البواب بأن هناك غرفة بسعر معقول لكنها بدون نافذة. وافق المسافر مرغماً وقضى ليلة هادئة في الغرفة الصغيرة. , في واحد من الفنادق القديمة، واحد سائح سأل عن سعر الأوضة. هو فيه أوضة بسعر أرخص؟ رد عليه البواب وقاله فيه أوضة بسعر كويس بس من غير شباك. السائح وافق مضطر وقضى ليلة مريحة في الأوضة الصغيرة دي. ,Egyptian
 أفضل سيارة بها نظام إلي لنقل الحركة، وهذا ما جعل أحمد يقرر شراءها. , بعد استخدامه للسيارة، لاحظ أحمد الفرق في الأداء. ,Egyptian
 سأقيم في مسكن الطلبة الخاص بجامعة هارفارد. سأستغل هذه الفرصة لأتعرف على ثقافات جديدة وأصدقاء من مختلف البلدان. ستكون الدراسة صعبة لكني مستعد للتحدي. وأخيرًا، أتمنى أن تساهم هذه التجربة في تحقيق أهدافي المستقبلية. , هاقعد في سكن الطلبة بتاع جامعة هارفارد. هاستغل الفرصة دي عشان أتعرف على ثقافات جديدة وأصحاب من كل حتة. الدراسة هاتكون صعبة بس أنا جاهز للتحدي. وفي الآخر، يارب الخبرة دي تساعدني أحقق الأهداف اللي نفسي فيها في المستقبل. ,Egyptian
" في الصباح، استفسر أحمد عن سعر الصرف قائلاً ""ما هو سعر الصرف اليوم؟"" فأجابه الصراف بأن العملة قد ارتفعت قيمتها. شعر أحمد بالسعادة لأنه كان ينوي تحويل مبلغ كبير. وبعد إتمام التحويل، خرج مبتسماً من مكتب الصرافة. "," الصبح، أحمد سأل الصراف ""ما هو سعر الصرف النهارده؟"" الصراف قاله إن العملة زادت. أحمد فرح عشان كان عايز يبدل فلوس كتير. بعد ما خلص، خرج مبتسم من الصرافة. ",Egyptian
 كان يوسف يعاني من الربو منذ الطفولة، وكانت نوبات الأزمة تهاجمه بشكل مفاجئ. في يوم من الأيام، تعرض لنوبة شديدة أثناء تواجده في المدرسة. استدعى المعلمون الإسعاف، وتم نقله إلى المستشفى. منذ ذلك الحين، حرص يوسف على حمل بخاخ الربو معه أينما ذهب. , يوسف كان بيعاني من الربو من وهو صغير، وكانت الأزمات بتجيله فجأة كده. في يوم، جاتله حالة صعبة وهو في المدرسة. الأساتذة نادوا الإسعاف، واتنقل للمستشفى. من ساعتها ويوسف دايمًا شايل معاه البخاخ بتاعه في كل مكان. ,Egyptian
 معي حوالي ثلاثة آلاف دولاراً، فقررت أن أستثمرها في مشروع صغير. بدأت بمحل لبيع الحلويات في الحي. سرعان ما اشتهر المحل بجودة منتجاته. وبعد عام، تمكنت من فتح فرع ثاني. , معايا حوالي تلاتت ألاف دولار، فقررت أستثمرهم في مشروع صغير. فتحت دكان للحلويات في الحتة بتاعتنا. الدكان بقى مشهور جدا بجودة الحلويات. وبعد سنة، قدرت أفتح فرع تاني. ,Egyptian
" في مطعم راقٍ، جلس أمير يتأمل القائمة بشغف. حين اقتربت النادلة، سألته عن اختياره للطعام. أجاب أمير بحيرة: ""حسناً، سيدي. فقد أتت بخيارين مقليات فرنسية أو أرز بالتوابل واللحم، أيهما تحب؟"" بتفكير عميق وابتسامة، اختار أمير الأرز بالتوابل واللحم متخيلاً النكهات الغنية التي ستداعب حاسة التذوق لديه. "," في مطعم شيك كده، أمير كان قاعد وبيدق على المنيو بحماس. لما الجرسونة قربت قالتله يختار أكله. قال أمير محتار: ""حسناً، يا باشا. الجرسونة جابتلي اختيار، بطاطس محمرة ولا رز بالبهارات واللحمة، أنهي أحسن؟"" وبعد شوية تفكير وابتسامة على وشه، اختار أمير الرز بالبهارات واللحمة وهو متخيل الطعم الجامد اللي هيمتع بيه. ",Egyptian
" ذهب أحمد في رحلة إلى مدينة غريبة وتاه عن طريقه. سأل رجلاً في الشارع: ""كيف أصل إلى ذلك المكان؟"" فأشار الرجل إلى الطريق الصحيح بلطف. وأخيرًا، وصل أحمد إلى وجهته بفضل المساعدة التي حصل عليها. "," راح أحمد في رحلة لمدينة غريبة وضل طريقه. سأل واحد في الشارع: ""أزاي أوصل للمكان ده؟"" فأداله الراجل إشارة للطريق الصح بذوق. وفي الآخر، وصل أحمد للمكان اللي كان رايحله بالشكر للمساعدة اللي أخدها. ",Egyptian
 في يوم من الأيام، وجد الصياد قنينة عتيقة على شاطئ البحر. عندما فتحها، خرج منها جني وعده بثلاث أمنيات. فطلب الصياد السلامة لعائلته، وشباكًا لا تتمزق، وسفينة تبحر بلا توقف. ومنذ ذلك اليوم، عمّ الرخاء في حياة الصياد وأصبح مشهورًا بين الناس. , في يوم من الأيام، لاقى الصياد زجاجة قديمة على شط البحر. لما فتحها، طلعله عفريت ووعده بتلات أمنيات. الصياد طلب سلامة عيلته، وشباك ماتتقطعش، ومركب يعوم من غير ما يقف. ومن ساعتها، الصياد عاش في نعيم وبقى معروف عند الناس. ,Egyptian
 كان هناك رجل يزور البحر كل يوم. في يوم من الأيام، وجد زجاجة قديمة مغلقة تحتوي على رسالة. قرأ الرسالة واكتشف أنها خريطة كنز. بحث عن الكنز ثلاث مرات حتى وجده. , كان فيه واحد بيروح البحر كل يوم. في مرة لقى زجاجة قديمة وجواها رسالة. لما قرا الرسالة، عرف إنها خريطة لدفين. دور على الدفين ثلاث مرات وفي الآخر لاقاه. ,Egyptian
" كان علي يبحث عن طوابع ليرسل رسالة. سأل أحد المارة: ""أي نافذة تبيع الطوابع؟"" فأشار الرجل إلى النافذة الثالثة. شكره علي واشترى الطوابع التي يحتاجها بسرعة. "," علي كان عايز يشتري طوابع علشان يبعت جواب. سأل واحد قال له: ""أي شباك بيبيع طوابع؟"" الراجل دله على الشباك التالت. علي قال له شكراً واشترى الطوابع وخلص بسرعة. ",Egyptian
 بعد أن هاجمني، هرب في شاحنة بيضاء. قمت بإبلاغ الشرطة فوراً وبدأت في وصف الشاحنة والمهاجم. بحثت الشرطة في كل مكان وتمكنوا من العثور على الشاحنة متوقفة بالقرب من محطة الوقود. تم القبض على الجاني واستعدتُ أغراضي التي سُرقت. , بعد ما هجم عليّ، هرب في عربية شاحنة بيضا. بلغت البوليس على طول ووصفتلهم العربية والحرامي. البوليس دوروا في كل حتة وقدروا يلاقوا الشاحنة واقفة جنب بنزينة. قبضوا على الجاني ورجعتلي الحاجات اللي كانت اتسرقت. ,Egyptian
" كان أحمد ينوي شراء هدية لأمه. حين وصل إلى المتجر، قدم له البائع قسيمة خصم. قال البائع ""حسنًا، من فضلك احتفظ بهذه القسيمة وقدمها عندما تقوم بالاختيار"". شعر أحمد بسعادة غامرة لأنه سيوفر المال ويشتري هدية مميزة لأمه. "," أحمد كان عايز يشتري هدية لأمه. لما وصل للمحل، البياع أداله كوبون خصم. قاله البياع ""حسنًا، من فضلك خليك شايل الكوبون ده ووريهولي لما تختار"". أحمد اتبسط أوي عشان هيوفر فلوس ويجيب هدية حلوة لأمه. ",Egyptian
" كان يحسب أن السوق بعيد، فقرر أن يستقل الحافلة. وعندما وصل، رأى الشيء الذي طالما رغب في شرائه. فكر في الأمر قليلاً وقال لنفسه: ""كنت سأشتري هذا إن كنت في مكانك"". وبلا تردد، أخرج محفظته واشترى الغرض مبتسماً. "," كان فاكر إن السوق بعيد، فقرر يركب الأتوبيس. ولما وصل، شاف الحاجة اللي كان نفسه يشتريها. فكر شوية وقال لنفسه: ""كنت هاشتري ده لو كنت مكانك"". ومن غير تفكير، طلع محفظته واشترى الحاجة وهو مبتسم. ",Egyptian
 كان لدى علي فاتورة يجب أن يدفعها بقيمة مائتي دولار. تساءل إن كان يجب عليه دفع المبلغ نقدًا فوريًا أم عبر البطاقات الائتمانية. قرر في النهاية استخدام بطاقته الائتمانية لجمع نقاط المكافآت. بعد الدفع، شعر بالراحة لأنه أدار أمواله بحكمة. , عند علي فاتورة لازم يدفعها بميتين دولار. كان محتار يدفعها كاش حالًا ولا بالفيزا. قرر في الآخر إنه يستخدم الكريديت كارد علشان ياخد البوينتس. وبعد ما دفع حس إنه مشي أموره صح. ,Egyptian
" كان البحار قديماً يسأل: ""كم من الوقت تستغرق السفينة لعبور هذا المحيط؟"" وكان الجواب دائماً محاطاً بالغموض. في إحدى الرحلات، قرر أن يقيس الوقت بنفسه. أبحر لأيام وليالٍ حتى وصل إلى الشاطئ الآخر. وأخيراً، استطاع أن يخبر الناس أن الرحلة استغرقت ثلاثين يوماً بالضبط. "," البحري زمان كان بيسأل: ""السفينة بتاخد قد إيه عشان تعدي البحر ده؟"" والرد كان دايمًا مش واضح. في سفرية من السفريات, قرر يحسب الوقت لوحده. سافر أيام وليالي لغاية ما وصل للشط التاني. وأخيرًا, قدر يقول للناس إن الرحلة أخدت تلاتين يوم بالظبط. ",Egyptian
" في يوم من الأيام، سأل مريض طبيبه: ""هل علىّ أن أتجنب أنواع معينة من الطعام خلال فترة تناولي هذا الدواء؟"" فأجابه الطبيب بأنه يجب عليه الابتعاد عن الأطعمة الدهنية والحارة. وببداية فترة العلاج، شعر المريض بصعوبة في التأقلم مع النظام الغذائي الجديد. ولكن مع مرور الوقت، تحسنت صحته بشكل ملحوظ، وشعر بالامتنان لنصيحة طبيبه. "," في يوم من الأيام، واحد سأل دكتوره: ""هل لازم أبعد عن أكلات معينة وأنا بأخد الدوا ده؟"" الدكتور قال له يبعد عن الأكل اللي فيه دهون والحار. في أول العلاج، الراجل كان حاسس إنه صعب يتعود على الأكل الجديد. بس بعد فترة، صحته جت أحسن بكتير وحس بالشكر للدكتور على نصيحته. ",Egyptian
 في يوم مشمس، دخل رجل إلى محل الأحذية متسائلاً عن أحذية حريمي عند أصابع القدم. البائع، بابتسامة عريضة، أومأ إلى الركن حيث تتلألأ تشكيلة واسعة من الصنادل الأنيقة. الرجل اختار زوجاً لزوجته بعناية فائقة، متأملاً في تفاصيل التصميم الرقيقة. وعندما عاد إلى المنزل، قدم الهدية لزوجته التي ارتسمت على وجهها ابتسامة الرضا والسعادة. , في يوم من الأيام دخل واحد لمحل جزم وسأل على جزمة ستاتي تكون عند صوابع الرجلين. البياع ضحك وشاورله على ركن فيه كولكشن جميل من الشباشب الشيك. الراجل ده اختار حاجة لمراته بعناية، وفضل يتفرج على الزخارف الجميلة اللي عليها. ولما رجع البيت، أدالها الهدية وابتسامة كبيرة ظهرت على وشها من كتر الفرحة. ,Egyptian
" في أحد الأيام، قرر محمد السفر عبر الحدود لزيارة أقاربه. قبل الرحلة، سأل صديقه: ""هل ستواجهني أية صعوبات في الجمارك؟"" صديقه أكد له أنه إذا كانت أوراقه مكتملة فلن يواجه أي مشاكل. وعندما وصل محمد إلى الجمارك، مرّ بسهولة بعد أن قدّم جميع الوثائق المطلوبة. "," في يوم من الأيام، محمد ناوي يسافر برة البلد علشان يزور أهله. قبل ما يمشي، سأل صاحبه: ""هل هتواجه أي صعوبات في الجمارك؟"" صاحبه طمّنه وقاله لو كل الورق تمام مش هيحصل مشاكل. ولما وصل محمد للجمارك، دخل على طول بعد ما أدى كل الأوراق اللي طلبوها. ",Egyptian
 في إحدى الحانات القديمة، طلب رجل من النادل بعض النبيذ الأحمر. وبينما هو يتذوق الرحيق الأحمر، دخلت امرأة ذات ملامح جميلة. نظر إليها مليًا وابتسم، فقد كانت صديقته القديمة التي لم يرها منذ سنوات. , في واحد من القهاوي القديمة، طلب واحد من الجرسون شوية نبيذ أحمر. وهو بيشرب ويتمتع بالطعم، دخلت واحدة حلوة أوي. بصلها كويس وابتسم، يعني دي صاحبته اللي مكنش شافها بقاله كتير. ,Egyptian
 أخبرني عندما نصل إلى المتحف. وعندما وصلنا، كان المتحف مغلقًا بسبب التجديدات. شعرت بخيبة أمل كبيرة، ولكن صديقي اقترح أن نتجول في الحديقة بدلاً من ذلك. في الحديقة، وجدنا معرضًا فنيًا مفتوحًا كان يعرض لوحات نادرة. , قولي لما نوصل المتحف. وأول ما وصلنا، لقينا المتحف مقفول عشان بيعملوا فيه تجديدات. حسيت بخيبة أمل جامدة، بس صاحبي قال يلا نتمشى في الجنينة على ما المتحف يفتح. وفي الجنينة، لقينا معرض فني شغال وفيه لوحات نادرة كانت حلوة أوي. ,Egyptian
" في أحد الأيام، سأل محمود السائق: ""هل يذهب هذا الأتوبيس إلى فندق الشيراتون؟"" فأجابه السائق بابتسامة وقال: ""نعم، اصعد وتفضل بالجلوس."" خلال الرحلة، تعرف محمود على مسافرين من مختلف الجنسيات. وبعد وصوله، شكر السائق وتمنى له يومًا سعيدًا. "," في يوم من الأيام، محمود سأل السواق: ""الأوتوبيس ده رايح لفندق الشيراتون؟"" السواق ضحك وقاله: ""أيوه يا باشا، اطلع واتفضل اقعد."" وهو في الطريق، محمود اتعرف على ناس من بلاد كتير. ولما وصل، قال للسواق شكرًا وتمناله يوم حلو. ",Egyptian
" في يوم ما، تساءل خالد عن نتائج جهوده. ""إلى أي شيء وصل ذلك الأمر؟""، قال وهو ينظر إلى الأفق. بعد عام، أصبحت فكرته مشروعًا ناجحًا. وأدرك أن الصبر والمثابرة هما مفتاح النجاح. "," في يوم من الأيام، خالد كان بيتساءل عن نتيجة مجهوده. ""هوه وصل لأي حاجة ده؟""، قال وهو بيبص للسما. بعد سنة، لقى فكرته بقت مشروع كبير وناجح. وفهم إن الصبر والشغل الجامد هما الطريق للنجاح. ",Egyptian
 كان الجو حارًا ذلك اليوم، وشعرت بالضيق في الغرفة. إنه ساخن بدرجة بسيطة. هل يمكن أن أفتح النافذة؟ سألت وأنا أنظر إلى زملائي في الصف. وبمجرد أن فتحتها، هبت نسمة منعشة جعلتنا جميعًا نشعر بالراحة. , الجو كان حر النهاردة، وحسيت بزنقة في الأوضة. هوه حر شوية. ينفع أفتح الشباك؟ سألت وأنا ببص لزمايلي في الفصل. وأول ما فتحته، جت نسمة حلوة خلتنا كلنا نرتاح. ,Egyptian
" في يوم من الأيام، كان هناك رجل يملك دشاً واحداً في بيته. دائماً ما كان يقول لأولاده ""فقط دش يكفي"". ولكن في أحد الأيام، تعطل الدش وأصبح الجميع في حيرة من أمرهم. في النهاية، اضطروا إلى الاستحمام بدلو الماء حتى يتم إصلاحه. "," في يوم من الأيام، كان فيه واحد عنده دُش واحد بس في البيت. على طول كان بيقول لولاده ""فقط دش يكفي"". بس في يوم، الدُش خرب والكل وقع في حيرة. في الآخر، كان لازم يستحموا بالجردل لحد ما يتصلح. ",Egyptian
 عيني محمرة قليلا لأنني قضيت ساعات طويلة أمام الكمبيوتر. شعرت بالتعب والإرهاق بعد يوم عمل شاق. قررت أن أخذ استراحة وأذهب للتنزه في الحديقة. هناك، التقيت بصديق قديم وتبادلنا أطراف الحديث. , عنيا حمرا شوية عشان قعدت ساعات طويلة قدام الكمبيوتر. حسيت بالتعب والإرهاق بعد يوم شغل طويل. قررت آخد بريك وأروح أتمشى في الجنينة. هناك، قابلت صاحب قديم وسمرنا شوية. ,Egyptian
 لا ، هل لي أن أقترح أخذ غرفة ذات سريرين للاستخدام الفردي ؟ فنحن لدينا واحدة. وافق النزيل على الاقتراح وشعر بالراحة في الغرفة الواسعة. في الصباح، استيقظ على صوت العصافير وأشعة الشمس الدافئة. تناول فطوره وهو يتأمل جمال الحديقة من نافذته. , لأ، ممكن أقترح عليك تاخد أوضة فيها اتنين سرير لوحدك؟ عندنا واحدة كده. الضيف وافق على الفكرة وحس براحة في الأوضة الكبيرة. الصبح، صحي على صوت العصافير ودفا الشمس. أكل فطاره وهو بيتفرج على الجنينة الحلوة من الشباك. ,Egyptian
" لم يكن لدى سامر أي خيار سوى المحاولة. قال لصديقه بتصميم: ""لا أستطيع تأكيد ذلك لكنا سنبذل قصارى جهدنا."" وبالفعل، بدأوا في العمل معاً من أجل حل المشكلة. في النهاية، تمكنوا من تحقيق نجاح غير متوقع. "," سامر مالوش خيار تاني غير إنه يحاول. قال لصاحبه بعزيمة: ""مش قادر أوعدك، بس هنحاول قد ما نقدر."" وفعلاً، اشتغلوا مع بعض عشان يحلوا المشكلة. وفي الآخر، قدروا يحققوا نجاح مكانوش متوقعينه. ",Egyptian
" في أحد الأيام، قررت ليلى أن تغير من مظهرها فذهبت إلى صالون التجميل. وقالت للمصفف: ""أريد تمويج متقارب لشعري، من فضلك"". بعد ساعات من العمل الدقيق، انعكس جمال شعرها المتموج في المرآة. خرجت ليلى من الصالون وهي تشعر بالتجديد والثقة بالنفس. "," في يوم من الأيام، ليلى قررت تغير شكلها وراحت على الكوافير. وقالت للي بيشتغل هناك: ""عايزة تمويج قريب لشعري، لو سمحت"". بعد كام ساعة شغل دقيق، شافت جمال شعرها المموج في المراية. ليلى خرجت من الكوافير وهي حاسة بتجديد وثقة في نفسها. ",Egyptian
 كان البحر إلى الأسفل من بعيد. وقفت ليلى تنظر إليه بشوق، فقد طال انتظارها لتلك اللحظة. أخذت نفساً عميقاً وبدأت بالهبوط نحو الشاطئ. ومع كل خطوة، زادت دقات قلبها ترقباً للموج الهادئ. , كان البحر تحت من بعيد. ليلى وقفت تبص للمية بحنين، كان نفسها تشوف البحر ده من زمان. خدت نفس جامد وابتدت تنزل على الشط. ومع كل خطوة، قلبها كان بيدق أسرع مستنيا الأمواج الهادية. ,Egyptian
 هي تريد بيرة، فذهبت إلى البار المجاور. وجدت البار مزدحمًا للغاية. تحدثت مع النادل وطلبت بيرة خاصة. استمتعت بشربها وهي تستمع للموسيقى الحية. , هي عايزة بيرة، راحت للبار اللي جنبهم. لقت البار زحمة أوي. كلمت الجرسون وطلبت بيرة مميزة. استمتعت وهي بتشرب وسامعة المزيكا الحية. ,Egyptian
 كان محمود يعاني من آلام شديدة في البطن، فذهب إلى الطبيب الذي أخبره أنه بحاجة إلى إجراء عملية. شعر بالقلق لكنه قرر أن يثق بالطاقم الطبي. بعد العملية، استيقظ محمود وقد زالت الآلام تمامًا. شعر بالامتنان للأطباء والممرضين الذين اعتنوا به. , محمود كان بيتألم جامد في بطنه، فراح للدكتور اللي قاله إنه محتاج يعمل عملية. هو كان خايف بس قرر يثق في الدكاترة والتمرجية. بعد ما عمل العملية، صحي محمود والوجع راح خالص. حس بامتنان كبير للأطقم الطبية اللي رعته. ,Egyptian
" ذهب أحمد إلى السوق ليشتري بعض الطعام. وجد أن سعر البيض قد ارتفع، لكنه قرر شراء المزيد منه. عندما عاد إلى المنزل، قالت أمه بابتسامة: ""المزيد من البيض من فضلك."" فابتسم أحمد وأخرج البيض الذي اشتراه. "," راح أحمد السوق يجيب حاجات ناكلها. لاقي سعر البيض زاد، بس قرر يجيب أكتر منه. وهو راجع البيت، أمه قالتله وهي فرحانة: ""هاتلنا كمان بيض، لو سمحت."" أحمد ضحك وطلع البيض اللي جابه. ",Egyptian
" كان أحمد يريد الذهاب إلى سنترال بارك للقاء أصدقائه. سأل أحد المارة: ""أين محطة الأتوبيس المتجه إلى سنترال بارك؟"" أرشده المارة إلى المحطة الصحيحة وأخبروه أن الأتوبيس سيأتي بعد خمس دقائق. شكر أحمد المارة وانتظر الأتوبيس الذي وصل في الوقت المحدد. "," أحمد كان عايز يروح سنترال بارك يقابل صحابه. سأل واحد من اللي ماشيين: ""فين محطة الأتوبيس اللي رايح سنترال بارك؟"" الناس دلوه على المحطة الصح وقالوله إن الأتوبيس هيجي بعد خمس دقايق. أحمد شكرهم وقعد يستنى الأتوبيس اللي جه في الميعاد. ",Egyptian
 في يوم ماطر، احتاج خالد إلى سيارة أجرة ليصل إلى مقابلة عمل مهمة. وجد سيارة أجرة بعد وقت طويل من الانتظار وتحت الأمطار الغزيرة. خلال الرحلة، شارك السائق قصصاً ملهمة عن النجاح بعد الفشل. وصل خالد إلى المقابلة في الوقت المناسب وملؤه الأمل والتفاؤل. , في يوم مطر، خالد كان محتاج تاكسي عشان يروح لمقابلة شغل مهمة. لقى تاكسي بعد ما استنى كتير تحت المطرة. في الطريق، السواق حكاله حواديت حلوة عن النجاح بعد الفشل. وخالد وصل للمقابلة في الوقت وهو مليان أمل. ,Egyptian
 ها هو مفتاحك، يا سيدي. غرفة ستة وخمسون إثنى عشر. ابتسم الرجل شاكرًا وتوجه نحو الغرفة المذكورة. بعد دقائق من السير في الأروقة الطويلة، وجد الغرفة التي تحمل الرقم المطلوب. لكن عندما فتح الباب، وجد الغرفة مختلفة تمامًا عما توقع. كانت مليئة بالزهور والبالونات، وكان أصدقاؤه ينتظرونه هناك لمفاجأته بعيد ميلاده. , أهو مفتاحك يا سيدي. الأوضة ستاشر اتنين وخمسين. الراجل ابتسم متشكر وراح على الأوضة اللي اتقاله عليها. وبعد ما مشى شوية في الرواق الطويل، لاقى الأوضة بالرقم اللي عايزه. بس لما فتح الباب، لقى الأوضة شكلها غير اللي في باله خالص. كانت مليانة ورد وبالونات، وكان صحابه مستنيينه جوه علشان يعملوله مفاجأة في عيد ميلاده. ,Egyptian
" كان هناك شاب يملك جاكتاً أنيقاً وكان يفخر به كثيراً. في يوم من الأيام، أثناء سيره في السوق، لاحظت فتاة جميلة الجاكت وقالت ""أحب الجاكت الخاص بك"". شعر الشاب بالسعادة لأن الجاكت قد جلب له إعجاب الناس. ومنذ ذلك الحين، أصبح الجاكت الخاص به رمزاً للحظ الجيد. "," كان في واد شاب كان عنده جاكت شيك جدا وكان فخور بيه أوي. وفي يوم، وهو ماشي في السوق، واحدة حلوة شافت الجاكت وقالتله ""بحب الجاكت بتاعك"". الشاب ده فرح أوي عشان الجاكت جابله إعجاب الناس. ومن ساعتها، الجاكت بقى عنده زي الحصانة للحظ الحلو. ",Egyptian
 في يوم من الأيام، كان هناك شاب يعمل بجد لتحقيق حلمه. استمر في السعي خلف طموحاته رغم الصعاب التي واجهها. وبعد سنوات من العمل الشاق، أصبح أخيرًا مديرًا لشركته الخاصة. شعر بفخر عظيم لأنه لم يستسلم أبدًا. , كان فيه واد شغال جامد عشان يحقق حلمه. استمر يجري ورا طموحاته حتى مع العقبات اللي قابلها. وبعد سنين طويلة شغل صعب، بقى أخيرًا مدير لشركته الخاصة. حس بفخر جامد لأنه ما استسلمش خالص. ,Egyptian
 ها نحن قد وصلنا، هذا هو فندقك. توجه الرجل إلى الاستقبال لتسجيل الدخول. وجد غرفته مريحة وذات إطلالة جميلة. استلقى على السرير مستعدًا لقضاء ليلة هادئة. , احنا وصلنا، ده فندقك. الراجل راح للاستقبال عشان يشيك إن. لقى اوضته مريحة والمنظر حلو. رمى نفسه على السرير جاهز يقضي ليلة مستريحة. ,Egyptian
 بدأت المباراة في الساعة السابعة مساءً. تجمع الجمهور في المدرجات يهتفون بحماس. لعب الفريقان بمهارة عالية والنتيجة كانت متقاربة. في النهاية، فاز الفريق المضيف بفارق نقطة واحدة. , الماتش ابتدت الساعة سبعة بالليل. الناس اتلموا في الاستاد وهما بيشجعوا بحماس. الاتنين فرق لعبوا حلو أوي والنتيجة كانت قريبة من بعض. وفي الآخر، الفريق بتاعنا كسب بفرق نقطة. ,Egyptian
